Id,Source,Translation,Comment
JWK-NewGameUI-EnemyFaction,Enemy faction,,
JWK-NewGameUI-MoneyFormat,Money format,,
JWK-NewGameUI-MoneyFormatWarning,Must contain {value} placeholder.,,
JWK-NewGameUI-PlayerFaction,Player faction,,
JWK-NewGameUI-StartGame,Start Game,,
JWK-NewGameUI-SupportingFaction,Allied faction,,
JWK-NewGameUI-TabDifficulty,Difficulty,,
JWK-NewGameUI-TabSetup,Setup,,
JWK-NewGameUI-Title,New game,,
JWK-Notification-BankPlayerMoneyReceived,%1 has sent you %2.,,
JWK-Notification-BattleStartingFactory,Battle for %1 will begin soon.,,
JWK-Notification-BattleStartingMilitaryBase,Battle for %1 will begin soon.,,
JWK-Notification-BattleStartingTown,Battle for %1 will begin soon.,,
JWK-Notification-ControlFactoryGained,The resistance took control over %1.,,
JWK-Notification-ControlFactoryNotGained,The resistance failed to take control over %1.,,
JWK-Notification-ControlMilitaryBaseGained,The resistance took control over %1.,,
JWK-Notification-ControlMilitaryBaseNotGained,The resistance failed to take control over %1.,,
JWK-Notification-ControlRadarSiteGained,Military radar site near %1 has been destroyed by the resistance.,,
JWK-Notification-ControlRadioTowerGained,The resistance has captured a radio tower near %1.,,
JWK-Notification-ControlTownDefended,The resistance defended their control over %1.,,
JWK-Notification-ControlTownGained,%2 took control over %1.,,
JWK-Notification-ControlTownLost,%2 lost control over %1.,,
JWK-Notification-ControlTownNotGained,The resistance failed to take control over %1.,,
JWK-Notification-DeliverItem-ContactDead,"Delivery job failed, the contact person is dead.",,
JWK-Notification-DeliverItem-Delivered,Special delivery has been completed.,,
JWK-Notification-DeliverItem-HideoutFail,"Delivery job failed, destination hideout disbanded.",,
JWK-Notification-EnemyCampCleared,The resistance cleared an enemy camp near %1.,,
JWK-Notification-GameFinishedDefeat,The uprising started by %1 has been crushed. %2 remains under %3 control.,,
JWK-Notification-GameFinishedVictory,%1 has won the uprising and took control over %2. Good job!,,
JWK-Notification-GameStarted,"A new revolution has started. Rise up, people of %1!",,
JWK-Notification-GrieferPunished,%1 has been punished for griefing by a higher power.,,
JWK-Notification-HideoutBackInOperation,The resistance hideout in %1 is back in operation.,,
JWK-Notification-HideoutDisbanded,The resistance hideout in %1 has been shut down.,,
JWK-Notification-HideoutEstablished,The resistance has established a new hideout in %1.,,
JWK-Notification-HideoutHqDanger,The resistance HQ near %1 has been shut down due to imminent danger.,,
JWK-Notification-HideoutHqEstablished,The resistance has established a new HQ hideout.,,
JWK-Notification-HideoutHqVipKilled,The %1 HQ near %2 is shut down due to operator death.,,
JWK-Notification-HideoutTooHot,The resistance hideout in %1 is inoperable due to imminent danger.,,
JWK-Notification-HideoutVipKilled,The %1 hideout in %2 is shut down due to operator death.,,
JWK-Notification-JobJailbreakFailed,The resistance failed to free any prisoners in a jailbreak attempt.,,
JWK-Notification-JobResigned,Job has been cancelled: %1,,
JWK-Notification-JournalUpdated,Journal has been updated.,,
JWK-Notification-PlayerCampDestroyed,%1 has been destroyed by enemy forces.,,
JWK-Notification-PlayerCampDismantled,%2 has been dismantled by %1.,,
JWK-Notification-PlayerCampEstablished,%2 has been established by %1 near %3.,,
JWK-Notification-PlayerCampRenamed,%2 has been renamed to %3 by %1.,,
JWK-Notification-PlayerFobDismantled,%2 has been dismantled by %1.,,
JWK-Notification-PlayerFobEstablished,%2 has been established by %1 near %3.,,
JWK-Notification-PlayerFobRenamed,%2 has been renamed to %3 by %1.,,
JWK-Notification-PrisonBreakStarted,Prison break started near %1!,,
JWK-Notification-PrisonerEscaped,%1 escaped from prison near %2.,,
JWK-Notification-QuestReceivedMoney,You receive %1 for completing the job.,,
JWK-Notification-RadioTowerDestroyed,Radio tower near %1 has been destroyed.,,
JWK-Notification-SupporterDonationsIncome,You received %1 from your supporters.,,
JWK-PauseUI-Admin,Admin menu,,
JWK-PauseUI-Settings,Settings,,
JWK-PhoneContact-MilitaryPolice,Military Police,,
JWK-PhoneContact-ResistanceHQ,Resistance HQ,,
JWK-PhoneUI-Call,Call number,,
JWK-PhoneUI-Calling,Calling...,,
JWK-PhoneUI-Contacts,Contacts,,
JWK-PhoneUI-Delete,Delete,,
JWK-PhoneUI-HangUp,Hang up,,
JWK-PhoneUI-Keypad,Keypad,,
JWK-PlaceItem-BarbedWire,Barbed wire,,
JWK-PlaceItem-BarbedWire_Description,Slow down your visitors.,,
JWK-PlaceItem-CustomSign,Custom sign,,
JWK-PlaceItem-CustomSign_Description,Keeps your stuff organized.,,
JWK-PlaceItem-CustomSign_DescriptionLong,Sign with an editable text.,,
JWK-PlaceItem-EquipmentBox,Equipment box,,
JWK-PlaceItem-EquipmentBox_Description,Store your items securely.,,
JWK-PlaceItem-EquipmentBox_DescriptionLong,Inventory storage box with reasonable capacity for personal equipment. Can be locked to protect the items.,,
JWK-PlaceItem-FOB,FOB,,
JWK-PlaceItem-FOB_Description,Forward Operating Base,,
JWK-PlaceItem-FOB_DescriptionLong,Placing the flag will establish a new operating base.,,
JWK-PlaceItem-Floodlights,Floodlights,,
JWK-PlaceItem-Floodlights_Description,Enlighten yourself.,,
JWK-PlaceItem-Floodlights_DescriptionLong,The light can be switched on and off.,,
JWK-PlaceItem-Hedgehog,Hedgehog,,
JWK-PlaceItem-Hedgehog_Description,Use to block roads.,,
JWK-PlaceItem-Lamps,Lamps,,
JWK-PlaceItem-Sandbags,Sandbags,,
JWK-PlaceItem-Sandbags_Description,Basic building block of a defensive position.,,
JWK-PlaceUI-MovementSpeed,Movement speed,,
JWK-PlaceUI-NextItem,Next item,,
JWK-PlaceUI-PrevItem,Previous item,,
JWK-PlaceUI-RotateLeft,Rotate left,,
JWK-PlaceUI-RotateRight,Rotate right,,
JWK-PlaceUI-Title,Place,,
JWK-PlayerRestUI-ButtonCancelReady,Cancel ready,,
JWK-PlayerRestUI-ButtonRest,Rest,,
JWK-PlayerRestUI-ButtonSetReady,Set ready,,
JWK-PlayerRestUI-Duration,Duration,,
JWK-PlayerRestUI-PlayersReady,Ready,,
JWK-PlayerRestUI-Title,Resting,,
JWK-PlayerRestUI-WaitingForPlayers,Waiting for all players,,
JWK-PreGameUI-AutoStartTimer,The game will start in %1 seconds.,,
JWK-PreGameUI-Message,"Please wait for the server administrator to configure and start a new game. If you are the administrator, please log in by typing the command below into the chat.",,
JWK-PreGameUI-Message2,We encourage you to check out <b>Field Manual</b> to learn more about this game mode while you are waiting.,,
JWK-PreGameUI-MessageAutoStart,"If you are the administrator, you can stop the timer and adjust settings manually by typing the command below into the chat.",,
JWK-PropagandaPosterItem,Propaganda Poster,,
JWK-PropagandaPosterItem-Desc,Posters can be hanged in various places to increase civilian population support and increase visibility of the resistance.,,
JWK-QuestObjective-ClearCamp,Clear the camp.,,
JWK-QuestObjective-DeliverItem,Deliver the item.,,
JWK-QuestObjective-EliminateTarget,Eliminate the target.,,
JWK-QuestObjective-LiberatePrisoners,Liberate prisoners.,,
JWK-QuestObjective-PlacePosters,Place posters.,,
JWK-QuestObjective-ReportToResistance,Report back to the resistance.,,
JWK-QuestObjective-TriggerAlarm,Trigger the alarm.,,
JWK-QuestObjective-TurnDogtags,Turn in enemy dogtags.,,
JWK-RadialMenu-Construct,Construct,,
JWK-RadialMenu-GameProgress,Campaign progress,,
JWK-RadialMenu-Journal,Journal,,
JWK-RadialMenu-Profile,Profile,,
JWK-RadialMenu-TransferMoney,Transfer money,,
JWK-RadialMenu-UseRadio,Use radio,,
JWK-RadioTowerUI-Inoperable,The radio tower has been destroyed and is inoperable.,,
JWK-ResourceTransferUI-Amount,Amount,,
JWK-ResourceTransferUI-Source,Source,,
JWK-ResourceTransferUI-Target,Target,,
JWK-ResourceTransferUI-Title,Resource transfer,,
JWK-ResourceTransferUI-TitleFuel,Fuel transfer,,
JWK-ResourceTransferUI-TitleSupplies,Supplies transfer,,
JWK-RespawnUI-CampCost,Spawning at this camp will consume 1 tent.,,
JWK-RespawnUI-FocusNext,Focus on next available,,
JWK-RespawnUI-ResistanceLoadout-Tip,You will spawn as a resistance fighter.,,
JWK-RespawnUI-SuppliesCost,Respawning at this location will take %1 supplies.,,
JWK-RespawnUI-Tip,Click on selected location to respawn.,,
JWK-RespawnUI-TipClickToRespawn,Click to respawn at this location.,,
JWK-RespawnUI-TownTipCost,Respawn will reduce population support by %1.,,
JWK-RespawnUI-TownTipLoadout,"You will spawn in civilian clothes, with a handgun and a map.",,
JWK-RespawnUnavailable-BattleInProgress,This respawn location is not available due to ongoing battle.,,
JWK-RespawnUnavailable-EnemiesNearby,Cannot respawn while enemies are present at this location.,,
JWK-RespawnUnavailable-Generic,This respawn location is not available at the moment.,,
JWK-RespawnUnavailable-NoSupporters,You need local population support to respawn at this location.,,
JWK-RespawnUnavailable-NoTents,No tents are available at this camp for respawn.,,
JWK-RespawnUnavailable-NotEnoughSupplies,Spawning here requires at least %1 supplies in storage.,,
JWK-RespawnUnavailable-NotPlayerFaction,This location must be under resistance control to respawn.,,
JWK-ShopUI-Buy,Buy,,
JWK-ShopUI-BuyPrice,Buy price:,,
JWK-ShopUI-LoadoutView,Loadout view,,
JWK-ShopUI-PlayerInventoryEmpty,There are no items in your inventory to sell.,,
JWK-ShopUI-PlayerStock,You have:,,
JWK-ShopUI-Sell,Sell,,
JWK-ShopUI-SellPrice,Sell price:,,
JWK-ShopUI-ShopInventoryEmpty,There are no items available for purchase.,,
JWK-ShopUI-ShopStock,Shop stock:,,
JWK-ShopUI-Title,Shop,,
JWK-Speech-Actor-Stranger,Stranger,,
JWK-Speech-AmbCiv-ConvertHos01,You are a bunch of terrorists. You should be arrested.,,
JWK-Speech-AmbCiv-ConvertHos02,"The regime brought order, and you people just want chaos.",,
JWK-Speech-AmbCiv-ConvertHos03,I hope they find you. I'll be the one pointing the gun.,,
JWK-Speech-AmbCiv-ConvertHos04,"I stand with the ones who actually protect this place, not you.",,
JWK-Speech-AmbCiv-ConvertHos05,I'll make sure authorities learn about it.,,
JWK-Speech-AmbCiv-ConvertNeg01,That just sounds like another way to die.,,
JWK-Speech-AmbCiv-ConvertNeg02,Change? That's a fairy tale. I'm just trying to stay alive.,,
JWK-Speech-AmbCiv-ConvertNeg03,Get lost. I don't need your cause or your problems.,,
JWK-Speech-AmbCiv-ConvertNeg04,I'm not cut out for that kind of thing. Sorry.,,
JWK-Speech-AmbCiv-ConvertNeg05,I tried once. It didn't end well.,,
JWK-Speech-AmbCiv-ConvertNeg06,Join you? I'm not suicidal.,,
JWK-Speech-AmbCiv-ConvertNl01,Already embedded. I just don't advertise it.,,
JWK-Speech-AmbCiv-ConvertNl02,You're not the first to ask. I signed up a while ago.,,
JWK-Speech-AmbCiv-ConvertNl03,You guys seriously need to talk to each other. I'm with you.,,
JWK-Speech-AmbCiv-ConvertNl04,You don't need to convince me. I've bled for this already.,,
JWK-Speech-AmbCiv-ConvertOk01,Count me in. It's time someone stood up to them.,,
JWK-Speech-AmbCiv-ConvertOk02,I'm done watching. Let's fight.,,
JWK-Speech-AmbCiv-ConvertOk03,Tell your people I'm ready. Let's get to work.,,
JWK-Speech-AmbCiv-ConvertOk04,I'm in. Just tell me what needs to be done.,,
JWK-Speech-AmbCiv-ConvertOk05,Hell yeah. Let's mess them up.,,
JWK-Speech-AmbCiv-ExtortNeg01,That supposed to scare me? Try harder.,,
JWK-Speech-AmbCiv-ExtortNeg02,"I've got nothing for you, except regret.",,
JWK-Speech-AmbCiv-ExtortNeg03,Wow. Extortion. So original.,,
JWK-Speech-AmbCiv-ExtortNeg04,"Get lost, I'm not scared of you.",,
JWK-Speech-AmbCiv-ExtortNeg05,You're not the first to try.,,
JWK-Speech-AmbCiv-ExtortOk01,"Alright, alright! Just don't hurt me!",,
JWK-Speech-AmbCiv-ExtortOk02,Please... just leave me alone.,,
JWK-Speech-AmbCiv-ExtortOk03,It was for my kid's medicine... but whatever. Take it.,,
JWK-Speech-AmbCiv-ExtortOk04,You're nothing but a thug.,,
JWK-Speech-AmbCiv-ExtortRes01,You are worse than the regime.,,
JWK-Speech-AmbCiv-ExtortRes02,"Fine, but you just lost a supporter.",,
JWK-Speech-AmbCiv-ExtortUnd01,I'm sure the resistance will pay back for this.,,
JWK-Speech-AmbCiv-ExtortUnd02,You are just bandits in uniforms.,,
JWK-Speech-NoPants01,Wear some pants before you talk to me.,,
JWK-Speech-NoPants02,I'm not talking to naked strangers.,,
JWK-Speech-NoTalk01,I have nothing to say to you.,,
JWK-Speech-NoTalk02,I'm busy.,,
JWK-Speech-NoTalk03,Leave me alone.,,
JWK-Speech-NoTalk04,Don't bother me.,,
JWK-Speech-Pass-Agate,Agate.,,
JWK-Speech-Pass-Alligator,Alligator.,,
JWK-Speech-Pass-Amber,Amber.,,
JWK-Speech-Pass-Bear,Bear.,,
JWK-Speech-Pass-Diamond,Diamond.,,
JWK-Speech-Pass-Fox,Fox.,,
JWK-Speech-Pass-Hawk,Hawk.,,
JWK-Speech-Pass-Pearl,Pearl.,,
JWK-Speech-Pass-Salamander,Salamander.,,
JWK-Speech-Pass-Topaz,Topaz.,,
JWK-Speech-Pass-Wolf,Wolf.,,
JWK-Speech-PhonePickup01,"Yeah, who's there?",,
JWK-Speech-Player-AskFollow01,Come with me.,,
JWK-Speech-Player-AskFollow02,Follow me.,,
JWK-Speech-Player-AskJob,Do you have something for me?,,
JWK-Speech-Player-CivConvert01,You look like someone who's had enough. Join us.,,
JWK-Speech-Player-CivConvert02,"I've had enough of these pigs. Are you in, or are you just surviving?",,
JWK-Speech-Player-CivConvert03,"If you're tired of hiding, pick up a cause worth dying for.",,
JWK-Speech-Player-CivConvert04,Not everyone's blind to what's going on. Some of us are doing something about it.,,
JWK-Speech-Player-CivConvert05,Are you willing to make a difference? Because we are.,,
JWK-Speech-Player-CivConvert06,"We've got fire, we've got purpose - all we're missing is you.",,
JWK-Speech-Player-CivConvert07,You want change? You don't get it by sitting around. Join us.,,
JWK-Speech-Player-CivConvert08,You sick of their boot on your neck? Then maybe it's time to push back.,,
JWK-Speech-Player-CivConvert09,Orders? We make our own now. Join us.,,
JWK-Speech-Player-CivConvert10,There's a war coming whether you're ready or not. Best be on the right side.,,
JWK-Speech-Player-CivExtort01,"I'm not asking twice. Money, now.",,
JWK-Speech-Player-CivExtort02,"You pay now, or you bleed later. Simple math.",,
JWK-Speech-Player-CivExtort03,Protection doesn't come free. Give me your money.,,
JWK-Speech-Player-CivExtort04,This is the part where you give me what I want.,,
JWK-Speech-Player-CivExtort05,Last guy who said no is still chewing through a straw.,,
JWK-Speech-Player-Dogtags-1,I'm ready to do whatever it takes to help our cause.,,
JWK-Speech-Player-Intro-1,"Hey, we talked earlier. I want to join the fight.",,
JWK-Speech-Player-JobDone01,The job is done.,,
JWK-Speech-Player-JobResign01,I can't do this job.,,
JWK-Speech-Player-JobResign02,I have to pass this one to someone else.,,
JWK-Speech-Player-JobResign03,This is not a job for me.,,
JWK-Speech-Player-Liberate01,"Get out of here, you are free.",,
JWK-Speech-Player-Liberate02,I am getting you out of here.,,
JWK-Speech-Player-PostersAsk,Got any more of those posters?,,
JWK-Speech-Player-ReportResistance01,"There are people with guns, we're scared, can you send a patrol over here?",,
JWK-Speech-Player-StopFollow01,Stay here.,,
JWK-Speech-Player-StopFollow02,Don't move now.,,
JWK-Speech-Player-StopNpc01,"Hey, wait a moment.",,
JWK-Speech-Player-StopNpc02,"Hey, excuse me.",,
JWK-Speech-Player-TurnDogtags,More enemies are eating dirt. Here's proof.,,
JWK-Speech-Player-WhereCanWeMeet,Where can we meet?,,
JWK-Speech-RO-Dogtags-1,"So, you want to take it to the next level?",,
JWK-Speech-RO-Dogtags-2,We are running an... um... incentive scheme of sorts.,,
JWK-Speech-RO-Dogtags-3,Certain friends of our cause are offering money for every eliminated enemy soldier.,,
JWK-Speech-RO-Dogtags-4,"They don't buy our word, but enemy dogtags are solid proof.",,
JWK-Speech-RO-Dogtags-5,Bring me a handful of those if you're not joking around.,,
JWK-Speech-RO-DontCall,Don't call this number.,,
JWK-Speech-RO-Fob-1,Your next task is to set up a field operating base.,,
JWK-Speech-RO-Fob-2,Pick a good spot for it. You can use your map to check which areas are too dangerous.,,
JWK-Speech-RO-Fob-3,"You'll need some money to kick it off. Oh, and don't forget a shovel.",,
JWK-Speech-RO-HideoutLocationA,Go to coordinates,,
JWK-Speech-RO-HideoutLocationB,Make sure you are not followed.,,
JWK-Speech-RO-Intro-1,"Very well then. But we need more people before we take up arms. Actually, there is something you can do for us.",,
JWK-Speech-RO-Job-DeliverItem,Take this briefcase. I need you to deliver it to someone. Don't look inside.,,
JWK-Speech-RO-JobDeadDrop,You're calling just in time. Grab instructions from the dead drop at coordinates:,,
JWK-Speech-RO-JobMeet,Yes. Come visit me for further instructions.,,
JWK-Speech-RO-JobNote,I'm glad you came. Take this note with instructions.,,
JWK-Speech-RO-JobReportOk01,Well done. I wish we had more like you in our ranks.,,
JWK-Speech-RO-JobReqReportPerson01,Report back to me in person after the job is done.,,
JWK-Speech-RO-JobResign01,"Too bad, that was important.",,
JWK-Speech-RO-JobResign02,"Shame, I thought you were capable.",,
JWK-Speech-RO-JobResign03,Think twice before you waste my time again.,,
JWK-Speech-RO-NoHideoutLocation,I am not around. Reach me out when things get calmer.,,
JWK-Speech-RO-NoJobAvailable,"Not right now, but check back later. ",,
JWK-Speech-RO-PassOK,"Okay, go on.",,
JWK-Speech-RO-Posters-1,We have to spread the word. Visit nearby towns and hang a bunch of revolutionary posters.,,
JWK-Speech-RO-Posters-2,"Look for cabinets, advertisement boards, signs and other things that attract attention.",,
JWK-Speech-RO-Posters-3,"This is illegal, make sure you are not seen putting these up, or at least don't get yourself killed.",,
JWK-Speech-RO-PostersAlreadyHave,You already have enough posters with you. It's too dangerous to carry more.,,
JWK-Speech-RO-PostersComeLater,I don't have any more left at the moment.,,
JWK-Speech-RO-PostersNoSpace,Make some space in your bag if you want the posters.,,
JWK-Speech-RO-PostersOk,Here they are.,,
JWK-Speech-RO-RadioCalloutAnswer,"Loud and clear, over.",,
JWK-Speech-RO-TurnDogtagsReply,"Great job, here's your reward.",,
JWK-Speech-ROB-ItemDelivered,I was expecting you. Thanks for the delivery.,,
JWK-Speech-RadioCalloutTail01,"Do you read me, over?",,
JWK-Speech-Side-MilitaryPolicePickup01,You've reached the Military Police post. How can I help you?,,
JWK-Speech-Side-ResistanceReportReply01,"Hang tight, we will dispatch someone your way immediately.",,
JWK-SupportStation-ActionInvalid-NotEnoughMoney,Not enough money.,,
JWK-SupportStation-ActionInvalid-VehicleTypeService,This vehicle type cannot be serviced at this support station.,,
JWK-Town-CurfewInEffect,Curfew is in effect from %1 to %2.,,
JWK-Town-MartialLawInEffect,Martial law is in effect.,,
JWK-TownHostiles-CivilianMurdered,Civilian Murdered,,
JWK-TownHostiles-PrisonerDeath,Prisoner Killed,,
JWK-TownSupporters-MilitaryBase,Captured Base,,
JWK-TownSupporters-PrisonEscape,Prisoner Escaped,,
JWK-TownSupporters-PropagandaPosters,Propaganda Posters,,
JWK-TownSupporters-SuppliesDonation,Donated Supplies,,
JWK-TownThreat-CivilianExtorted,Extorted Civilians,,
JWK-TownThreat-Explosion,Explosion,,
JWK-TownThreat-Gunfire,Shots Fired,,
JWK-TownThreat-OccupierKilled,Occupier Killed,,
JWK-TownThreat-PlayerKilled,Freedom Fighter Killed,,
JWK-TownThreat-PrisonBreak,Prison Break,,
JWK-TownThreat-PropagandaPosters,Propaganda Posters,,
JWK-TownThreat-ResistanceReportedCall,Military Police Alarmed,,
JWK-TownThreat-ResistanceSighted,Resistance Sighted,,
JWK-TownThreat-SuppliesDonation,Donated Supplies,,
JWK-UI-Apply,Apply,,
JWK-UI-Cancel,Cancel,,
JWK-UI-Close,Close,,
JWK-UI-Confirm,Confirm,,
JWK-UI-LocationPlaceholder,unknown location,,
JWK-UI-Select,Select,,
